speaker,cg,generation,sampler,sampled_w_idx,selected_u,listener_belief,speaker_belief,location_pref,name,school/company,major,w_idx,cg_prob
n/a,shared,0,difference_thresh,-1,undefined,0.05555555555555555,0.3888888888888889,outdoor,Nancy,University of New Orleans,German,0,0.25
n/a,shared,0,difference_thresh,-1,undefined,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.25
n/a,shared,0,difference_thresh,-1,undefined,0.8333333333333334,0.5,outdoor,Katie,University of New Orleans,Astronomy,2,0.25
n/a,shared,0,difference_thresh,-1,undefined,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.25
a,shared,1,difference_thresh,0,They study a humanity,0.05555555555555555,0.3888888888888889,outdoor,Nancy,University of New Orleans,German,0,0.2619047619047619
a,shared,1,difference_thresh,0,They study a humanity,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.2619047619047619
a,shared,1,difference_thresh,0,They study a humanity,0.8333333333333334,0.5,outdoor,Katie,University of New Orleans,Astronomy,2,0.23809523809523808
a,shared,1,difference_thresh,0,They study a humanity,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.23809523809523808
b,shared,2,difference_thresh,2,They study a science,0.3888888888888889,0.05555555555555555,outdoor,Nancy,University of New Orleans,German,0,0.21825396825396828
b,shared,2,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.21825396825396828
b,shared,2,difference_thresh,2,They study a science,0.5,0.8333333333333334,outdoor,Katie,University of New Orleans,Astronomy,2,0.28174603174603174
b,shared,2,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.28174603174603174
a,shared,3,difference_thresh,0,They study a humanity,0.05555555555555555,0.3888888888888889,outdoor,Nancy,University of New Orleans,German,0,0.26521164021164023
a,shared,3,difference_thresh,0,They study a humanity,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.26521164021164023
a,shared,3,difference_thresh,0,They study a humanity,0.8333333333333334,0.5,outdoor,Katie,University of New Orleans,Astronomy,2,0.2347883597883598
a,shared,3,difference_thresh,0,They study a humanity,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.2347883597883598
b,shared,4,difference_thresh,2,They study a science,0.3888888888888889,0.05555555555555555,outdoor,Nancy,University of New Orleans,German,0,0.22100970017636687
b,shared,4,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.22100970017636687
b,shared,4,difference_thresh,2,They study a science,0.5,0.8333333333333334,outdoor,Katie,University of New Orleans,Astronomy,2,0.27899029982363316
b,shared,4,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.27899029982363316
a,shared,5,difference_thresh,0,They study a humanity,0.05555555555555555,0.3888888888888889,outdoor,Nancy,University of New Orleans,German,0,0.26750808348030575
a,shared,5,difference_thresh,0,They study a humanity,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.26750808348030575
a,shared,5,difference_thresh,0,They study a humanity,0.8333333333333334,0.5,outdoor,Katie,University of New Orleans,Astronomy,2,0.2324919165196943
a,shared,5,difference_thresh,0,They study a humanity,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.2324919165196943
b,shared,6,difference_thresh,2,They study a science,0.3888888888888889,0.05555555555555555,outdoor,Nancy,University of New Orleans,German,0,0.2229234029002548
b,shared,6,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.2229234029002548
b,shared,6,difference_thresh,2,They study a science,0.5,0.8333333333333334,outdoor,Katie,University of New Orleans,Astronomy,2,0.27707659709974525
b,shared,6,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.27707659709974525
a,shared,7,difference_thresh,2,They like being outdoors,0.05555555555555555,0.3888888888888889,outdoor,Nancy,University of New Orleans,German,0,0.2565010491349425
a,shared,7,difference_thresh,2,They like being outdoors,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.18576950241687898
a,shared,7,difference_thresh,2,They like being outdoors,0.8333333333333334,0.5,outdoor,Katie,University of New Orleans,Astronomy,2,0.32683228419839083
a,shared,7,difference_thresh,2,They like being outdoors,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.23089716424978768
b,shared,8,difference_thresh,2,They study a science,0.3888888888888889,0.05555555555555555,outdoor,Nancy,University of New Orleans,German,0,0.21375087427911874
b,shared,8,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Sally,University of New Orleans,German,1,0.1548079186807325
b,shared,8,difference_thresh,2,They study a science,0.5,0.8333333333333334,outdoor,Katie,University of New Orleans,Astronomy,2,0.3756756393915119
b,shared,8,difference_thresh,2,They study a science,0.05555555555555555,0.05555555555555555,indoor,Ina,University of New Orleans,Astronomy,3,0.2557655676486369
undefined
